algorithm,percentile of pool members,selection probability
k/n,61.50627615062761,0.12552301255230125
k/n,61.92468619246861,0.12552301255230125
k/n,62.34309623430963,0.12552301255230125
k/n,62.76150627615063,0.12552301255230125
k/n,63.17991631799163,0.12552301255230125
k/n,63.59832635983263,0.12552301255230125
k/n,64.01673640167364,0.12552301255230125
k/n,64.43514644351464,0.12552301255230125
k/n,64.85355648535564,0.12552301255230125
k/n,65.27196652719665,0.12552301255230125
k/n,65.69037656903765,0.12552301255230125
k/n,66.10878661087865,0.12552301255230125
k/n,66.52719665271967,0.12552301255230125
k/n,66.94560669456067,0.12552301255230125
k/n,67.36401673640168,0.12552301255230125
k/n,67.78242677824268,0.12552301255230125
k/n,68.20083682008368,0.12552301255230125
k/n,68.6192468619247,0.12552301255230125
k/n,69.0376569037657,0.12552301255230125
k/n,69.4560669456067,0.12552301255230125
k/n,69.8744769874477,0.12552301255230125
k/n,70.29288702928869,0.12552301255230125
k/n,70.7112970711297,0.12552301255230125
k/n,71.1297071129707,0.12552301255230125
k/n,71.54811715481172,0.12552301255230125
k/n,71.96652719665272,0.12552301255230125
k/n,72.38493723849372,0.12552301255230125
k/n,72.80334728033473,0.12552301255230125
k/n,73.22175732217573,0.12552301255230125
k/n,73.64016736401673,0.12552301255230125
k/n,74.05857740585773,0.12552301255230125
k/n,74.47698744769873,0.12552301255230125
k/n,74.89539748953975,0.12552301255230125
k/n,75.31380753138075,0.12552301255230125
k/n,75.73221757322176,0.12552301255230125
k/n,76.15062761506276,0.12552301255230125
k/n,76.56903765690377,0.12552301255230125
k/n,76.98744769874477,0.12552301255230125
k/n,77.40585774058577,0.12552301255230125
k/n,77.82426778242679,0.12552301255230125
k/n,78.24267782426779,0.12552301255230125
k/n,78.66108786610879,0.12552301255230125
k/n,79.07949790794979,0.12552301255230125
k/n,79.49790794979079,0.12552301255230125
k/n,79.9163179916318,0.12552301255230125
k/n,80.3347280334728,0.12552301255230125
k/n,80.75313807531381,0.12552301255230125
k/n,81.17154811715481,0.12552301255230125
